"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007369","gastrulation","12/352","202/18986",0.0594059405940594,3.20420792079208,4.32870301404408,0.000405761965601174,0.0196482428727645,0.016723306922348,"COL11A1/ITGA8/MMP15/COL7A1/NR4A3/DUSP1/INHBA/DUSP5/TGFBR2/MYADM/NF2/TXNRD1",12
"GO:0045598","regulation of fat cell differentiation","10/352","147/18986",0.0680272108843537,3.66921768707483,4.46516308035389,0.000424590754326699,0.0202997377100246,0.0172778169715355,"LMO3/KLF5/ZBTB16/PPARG/SORT1/FOXO1/FRZB/AXIN2/LEP/ENPP1",10
"GO:0045785","positive regulation of cell adhesion","21/352","499/18986",0.0420841683366733,2.26991482965932,3.95107463848644,0.000442697248132125,0.0208911829699253,0.0177812167245382,"CYTH3/FSTL3/LIMS2/CARMIL1/MAP3K8/SMARCD2/ZBTB16/NEDD9/EPHA4/NID1/FOXO3/NR4A3/PTK2B/CCN1/PDPN/TGFBR2/CITED2/RAC3/LEP/MYADM/LAMA2",21
"GO:0043500","muscle adaptation","9/352","122/18986",0.0737704918032787,3.97899590163934,4.53687186968267,0.000453554938716938,0.0208911829699253,0.0177812167245382,"CFLAR/LMCD1/FOXO3/NR4A3/PPARG/FOXO1/FBXO32/KLF15/ATP2A2",9
"GO:0046660","female sex differentiation","9/352","122/18986",0.0737704918032787,3.97899590163934,4.53687186968267,0.000453554938716938,0.0208911829699253,0.0177812167245382,"DMC1/FOXO3/INHBA/CYP19A1/ADAMTS1/INHBB/PTX3/LEP/ANG",9
"GO:1901606","alpha-amino acid catabolic process","8/352","98/18986",0.0816326530612245,4.4030612244898,4.64208833305128,0.000476140130422862,0.0214733843367163,0.0182767486767085,"AASS/PRODH/GLS/ALDH6A1/GLUL/ADHFE1/DDAH1/CBS",8
"GO:0170035","L-amino acid catabolic process","7/352","75/18986",0.0933333333333333,5.03416666666667,4.81117116484629,0.000477565338703778,0.0214733843367163,0.0182767486767085,"AASS/PRODH/GLS/GLUL/ADHFE1/DDAH1/CBS",7
"GO:0008406","gonad development","13/352","236/18986",0.0550847457627119,2.97113347457627,4.18788729835974,0.000486018798978333,0.0215963882793078,0.0183814416356635,"DMC1/FOXO3/INHBA/CYP19A1/ADAMTS1/INHBB/PTX3/HMGB2/RHOBTB3/CITED2/ING2/LEP/ANG",13
"GO:0001556","oocyte maturation","5/352","36/18986",0.138888888888889,7.49131944444444,5.35800620059404,0.000500401220526687,0.0218498950980121,0.0185972101582512,"TUT7/DMC1/FOXO3/PTK2B/ANG",5
"GO:0072001","renal system development","16/352","332/18986",0.0481927710843374,2.59939759036145,4.04076021890531,0.000503293850549921,0.0218498950980121,0.0185972101582512,"CFLAR/PRDM1/ITGA8/COL4A4/ACTA2/ZBTB16/EPHA4/NID1/AGTR1/ADAMTS1/KLF15/GDNF/COL4A3/MTSS1/GCNT4/COL4A1",16
"GO:0097501","stress response to metal ion","4/352","21/18986",0.19047619047619,10.2738095238095,5.844064255519,0.000541554135522481,0.0231434518821506,0.0196982015936034,"MT2A/MT1E/MT1X/MT1M",4
"GO:0006721","terpenoid metabolic process","8/352","100/18986",0.08,4.315,4.5681160354959,0.000545344775618588,0.0231434518821506,0.0196982015936034,"LIPE/DHRS3/PLB1/ADH6/PNPLA2/ADH1B/ABCA4/ADH1C",8
"GO:0001890","placenta development","10/352","152/18986",0.0657894736842105,3.5485197368421,4.33572869906767,0.000552744067409191,0.0231968260289391,0.0197436301972827,"PRDM1/PPARG/FBN2/CCN1/STC1/FZD5/CITED2/SPINT2/LEP/ANG",10
